activity,x,y,z,numeric_label
A,14.035622080000001,9.903297187000002,0.7677771400000002,13
A,11.7650603,8.7185916,4.42185972,13
A,9.2674272,15.44407994,2.9166725399999995,13
A,8.52378423,13.674387679999999,-0.9074306250000002,13
A,10.14039068,9.32449464,-2.77819532,13
A,3.3409684740000003,8.59089151,-3.19052369,13
A,1.4024255600000006,5.9381635248,-2.85836355,13
A,5.5798042,1.0422521600000003,-2.403750201,13
A,13.85764813,1.8468414599999985,3.8406465,13
A,12.58131941,8.68764657,3.5542188,13
A,12.84085502,12.18161916,2.01063115,13
A,14.58181549,11.75069257,3.47788626,13
A,13.492180585,12.809863485000001,-3.3341838609999996,13
A,6.504891780000001,13.49916662,-3.03708519,13
A,9.9031649,14.616637970000001,0.5559805200000003,13
A,14.6627509,9.6554742,2.0657806499999998,13
A,18.63109965,3.81154,2.3023333829999997,13
A,12.90668735,0.6189949299999999,-0.9768636307,13
A,12.74311135,3.3195599000000007,-2.2875617000000004,13
A,18.196044769999997,9.25946275,-1.8374359499999997,13
A,13.3257038,13.0041578,0.6178820299999996,13
A,9.475157679999999,11.09857961,5.03048626,13
A,6.1618967,18.7907059,1.2301096539999998,13
A,8.46833196,9.72698787,-3.82203987,13
A,11.528183349999999,9.13648861,-3.71902033,13
A,4.19802258,8.3012232,-2.42279381,13
A,3.1814087,5.776194093999999,-1.56693063,13
A,11.5653136,2.1358739000000004,-2.54103147,13
A,13.0531923,3.3473907359999995,1.7799251200000001,13
A,17.01323523,7.56492104,0.3025901,13
A,14.2813028,11.033266170000001,2.5148323,13
A,14.184813668999999,10.372990069,3.559569399,13
A,9.55214051,14.061982399999998,-5.249251859000001,13
A,2.1170031,12.4505944,-5.477760965,13
A,9.24635853,11.72829023,0.10395417000000001,13
A,14.00740858,9.85474164,2.00277455,13
A,18.51110209,2.803967860000001,3.8536042999999998,13
A,14.264331819999999,-3.08118924,0.9895325699999997,13
A,15.534161439999998,5.878780000000001,-4.874882700000001,13
A,17.662464649999997,13.11154634,-2.8472773499999997,13
A,24.751130500000002,12.062158960000001,10.5539897,13
A,12.6920843,14.79078985,9.368911178,13
A,11.6324081,19.495116449999998,-10.65366717,13
A,7.140709900000001,7.161305319999999,-4.38664786,13
A,10.5190682,8.4661163,-0.4542892300000001,13
A,3.4640065799999977,8.2832499,-2.1847798404999996,13
A,5.4963393400000005,4.310539996,-3.3574919999999993,13
A,6.414902,0.9473299140000004,-3.1835522800000002,13
A,9.902122129999999,3.8698815900000003,0.3910067300000001,13
A,10.685900659999998,6.956893791999999,1.2389447669999998,13
A,8.855785840000001,8.932929699999999,0.60690606,13
A,9.976633810000001,10.917172,-3.7872917900000007,13
A,13.7257799,14.13545854,-10.453644310000001,13
A,15.72279804,8.533853,1.6083049299999996,13
A,14.2557232,12.6110472,3.798231121,13
A,13.73969085,9.165709810000001,1.108346119,13
A,16.946090809999998,0.8365193899999999,1.32294395,13
A,10.966225529999999,-3.9570277000000003,0.71816551,13
A,19.76868832,7.0631833,-1.04269435,13
A,22.06376192,12.986532445,-1.5233098200000004,13
A,16.15512411,12.854555573999999,1.3495663584000002,13
A,10.4222759,10.95359876,3.72838284,13
A,7.64968724,16.029058524,4.057502267,13
A,8.830290999999999,8.94818924,-1.0507276600000002,13
A,8.69233701,10.03955256,-2.65452219,13
A,4.87476985,9.084126320000001,-2.56706888,13
A,5.23871877,4.65579912,-0.8512749000000004,13
A,8.0627771,3.277458620000001,-1.21033616,13
A,13.417159944,6.534326333999999,2.6620752039999998,13
A,15.40152874,7.35607893,2.9577580699999997,13
A,15.369900830999999,10.488765664,2.6839473540000003,13
A,12.53548336,11.924576219999999,0.051074512000000016,13
A,9.51673169,14.128733369999999,-3.2642438439999997,13
A,8.245842060000001,13.39826384,-0.52851048,13
A,12.330697,11.02733945,4.17512033,13
A,11.63642383,2.437006480000001,-0.040149093999999774,13
A,9.353608524999999,3.3565262799999998,-4.4695273,13
A,12.081515460000002,-5.752607300000001,-2.12690132,13
A,18.43086037,3.4946316299999998,-2.87147342,13
A,20.71043887,12.45532212,-4.25224508,13
A,9.899485239999999,13.440336100000001,0.9286151499999997,13
A,10.09612197,14.71663677,2.38819897,13
A,11.47469684,13.251124030000001,-1.8201218000000003,13
A,14.58781785,10.0587081,-0.9158876099999999,13
A,10.11059792,13.01791494,-0.734101269,13
A,6.71865566,10.6334281,-0.5432884400000001,13
A,7.56465174,6.735461809999999,-0.8783389600000002,13
A,7.699219839999999,4.428896969999999,-0.9500477599999999,13
A,9.53451239,4.5823845599999995,1.72273306,13
A,9.7253907,6.397151569999999,0.9330688389999999,13
A,12.09078216,6.865295070000001,-3.5439601499999998,13
A,10.70149289,10.1187523,-9.00503078,13
A,7.0122246,8.525438099999999,-4.5297293,13
A,12.134709099999998,7.8530668000000015,-2.0107843799999996,13
A,14.094266699999999,11.004154800000002,0.04299036000000006,13
A,12.692762323,8.303040750000001,-2.14525025,13
A,11.6988021,-0.3754577999999995,-3.26316464,13
A,11.706084235,-5.2019095,3.65767396,13
A,18.37301738,2.9683835,6.72797382,13
A,24.0310366,13.252422905000001,0.9626516540000001,13
A,17.5149689,19.350115393,5.02198475,13
A,15.637611000000001,17.49370036,0.89491843,13
A,13.4693264,8.95684634,2.25005592,13
A,12.731886800000002,9.534838520000001,2.77956978,13
A,8.520430419999999,8.5668854,-1.7454087400000002,13
A,4.659429975000001,9.632409785,-2.135226563,13
A,5.58643265,5.06121853,-2.007113859,13
A,6.843047199999999,3.4823004299999996,-2.4018302700000005,13
A,6.6625456,3.2300940799999998,-1.9580811300000003,13
A,5.4810354,5.95987028,1.8754270399999997,13
A,12.430644798999998,7.140814349000001,4.597077749,13
A,11.55085952,11.2392686,1.5876380399999999,13
A,11.64813573,16.0006868,-2.685894132,13
A,16.099495240000003,15.337829500000002,4.410832770000001,13
A,11.14019947,14.053197950000001,1.8536765300000002,13
A,11.45815065,10.52634,-2.5644793100000003,13
A,9.582643749999999,1.1917943,-3.21765502,13
A,13.246691430000002,-8.41946745,4.13894334,13
A,14.541158760000002,3.9767940999999998,3.1691787,13
A,17.978836349999998,12.918902815000001,-0.8703065599999997,13
A,10.944633582000002,20.600957282,5.372729292,13
A,10.72151803,13.624716809999999,-1.19541698,13
A,8.24888517,3.9261644700000002,1.63150974,13
A,11.405908239999999,7.132038599999999,1.9841717400000003,13
A,7.739126079999998,9.335607710000001,-5.35870925,13
A,3.425629638000001,8.793140900000001,-5.46334587,13
A,4.1351056,5.59098717,-3.2744640799999996,13
A,7.08412403,4.117621381999999,-3.4019885,13
A,9.893807699999998,4.39510145,-0.9371591799999999,13
A,16.925165500000002,9.654553880000002,2.9438795200000003,13
A,16.931160600000002,10.592107200000001,4.93676741,13
A,12.289432380000001,13.59065926,2.3696823,13
A,6.72795853,17.69201395,-5.889283266,13
A,0.8782523000000015,13.9502912,-0.8583793900000001,13
A,9.3945735,12.630542310000001,-2.78591759,13
A,13.28845684,2.2989928599999994,-0.04182682000000004,13
A,11.373910396,-1.1318934100000004,-3.31484718,13
A,9.276263800000002,-4.2888440999999995,-0.9204891,13
A,12.7209297,3.1962429799999996,-0.87953394,13
A,20.850964660000002,9.976651116000001,-2.7564009039999995,13
A,18.66936877,13.01425032,0.04538186799999977,13
A,11.035511399999999,11.14915165,4.3768464,13
A,4.684137700000002,19.8855778,5.011580477,13
A,9.8876473,9.058032399999998,-1.3779976999999999,13
A,10.431682600000002,9.751390840000001,-3.90379757,13
A,5.856180470000001,8.65606144,-4.453244282,13
A,6.0279738,7.60951906,-3.8770167300000002,13
A,9.42536265,6.07400735,-4.0501220700000005,13
A,10.79870497,6.144592820000001,-0.7524110999999999,13
A,11.52892248,7.52855259,2.11434415,13
A,11.8716568,10.202482049999999,0.6095048999999997,13
A,8.867311,8.866480540000001,-6.053772375,13
A,3.3903948999999995,12.330876499999999,-10.292567078,13
A,4.508002299999999,6.0025663,-5.61159404,13
A,10.99812485,7.3066515,-3.2099522,13
A,12.533224414000001,2.7594392999999995,-1.0811631400000001,13
A,14.196557,-0.21757864000000016,1.4592177999999998,13
A,15.740370599999999,-4.863192999999999,6.20050214,13
A,17.977376299999996,4.0995229,0.5876491400000001,13
A,21.626829200000003,11.955987319999998,-2.2694878,13
A,16.815201520000002,17.342138556000002,-0.6961046799999995,13
A,9.91068328,14.76368668,6.22669708,13
A,7.798253389999999,9.712952999999999,3.99704809,13
A,8.8464604,7.779874749999999,-0.6387264199999999,13
A,7.4955657439999985,10.695238384,-1.1352139500000002,13
A,13.821322730000002,7.57591357,-5.7774126930000005,13
A,6.4930997,6.503569729999999,-9.125171034,13
A,3.79788994,4.95794866,-5.74704552,13
A,6.22315927,2.0150964699999987,-2.27212993,13
A,15.281751794999998,4.3029834000000005,6.17190363,13
A,21.1121846,8.48783902,2.0117128000000006,13
A,14.1308305,10.6056263,-1.064846829,13
A,6.231980400000001,5.32431995,-3.79662497,13
A,3.0191367899999992,9.55182454,-2.97326216,13
A,8.038709149999999,8.5161125,0.40620008999999996,13
A,12.808924851,3.7059494000000015,1.53155654,13
A,14.46778415,-0.26931709999999986,-1.1479815580000001,13
A,11.80641343,-2.56900875,-3.1684513699999997,13
A,8.2102495,1.7578102000000002,-4.313946339999999,13
A,35.948561600000005,15.17920127,18.352279600000003,13
A,15.637821759999998,16.52502677,6.69821113,13
A,4.9553083,16.5463521,0.5233333,13
A,13.18783083,13.80795107,9.624922860000002,13
A,11.47558602,8.9792889,-2.7395048499999994,13
A,7.06402671,11.57091103,-9.741471820000001,13
A,6.58945115,8.52022306,-1.540792585,13
A,8.0862764,6.01217242,-0.97177253,13
A,6.722041449999999,6.7501785215,-3.0453760599999997,13
A,6.53734564,9.214543015,-0.95535915,13
A,16.07717846,9.57556873,3.11682959,13
A,15.87480772,9.57943219,2.37110439,13
A,6.474885459999999,14.358842592,-4.87215304,13
A,0.8732490000000004,13.5081856,-3.7216173469999996,13
A,10.492613290000001,11.57351819,0.18333758999999983,13
A,17.11494386,8.168433349999999,5.436398866,13
A,12.40021368,5.626664054,2.8157970599999995,13
A,8.063010000000002,-2.5586775804999995,0.8459783000000005,13
A,13.163528529999999,-2.3508446999999997,2.5992781762000003,13
A,15.11709708,5.160952452,1.8021617479999996,13
A,21.94812784,14.35551814,-2.0449653000000003,13
A,15.989021499999996,17.6161256,2.0596575,13
A,10.7644747,18.30896667,6.004716276,13
A,8.95177176,4.26706164,2.47477633,13
A,8.79048046,13.26283394,-0.72132774,13
A,4.922634133000001,8.92885837,-2.41366131,13
A,7.06421254,5.148799159999999,0.9392921100000002,13
A,9.86024976,5.674095952,-2.2354398599999996,13
A,9.415143374,8.03979418,0.7888331,13
A,10.4996399455,7.6468498145,1.3604140855,13
A,9.335034,8.26640051,1.0892456799999999,13
A,15.721643199999999,10.3770688,0.07580059000000006,13
A,11.1447848,11.8846088,-3.017404,13
A,5.913297270000001,12.96827554,-3.244327573,13
A,8.06301011,15.64813768,-1.15117872,13
A,12.038003859999998,8.359295419999999,-0.2648962,13
A,10.175219149999998,0.1536283300000001,-2.3395051,13
A,6.584522400000001,-3.6065894600000004,-3.3469007900000003,13
A,17.430307120000002,-5.93093376,-0.58331252,13
A,16.53366622,1.5129339400000008,4.313215339999999,13
A,21.2055472,15.4010160576,2.6364772199999997,13
A,16.969629949999998,22.778353699999997,7.265330849999999,13
A,13.80207522,10.46024855,-0.15752011000000005,13
A,6.783703560000001,6.8510604,0.8190971499999999,13
A,9.576800839999999,7.725795939999999,-0.9528213099999997,13
A,9.599116169999999,9.63791295,-3.2705795,13
A,7.380236824,11.0217876,-1.2877323299999999,13
A,9.71101458,3.94398867,-1.4777368499999999,13
A,5.40301212,4.6729053,-4.56577119,13
A,2.951792099999999,4.792303471999998,-5.28981546,13
A,9.962868440000001,6.242551249999999,1.3127322060000002,13
A,17.518222700000003,6.58648238,7.894955400000001,13
A,8.1033737,3.9416607,-3.964495194,13
A,-6.58719442,14.0384778,-20.36934022,13
A,2.8103841700000007,6.424643699999999,-12.991488200000001,13
A,9.19185185,5.701866500000001,-6.144948020000001,13
A,9.27900981,3.9046677800000005,-4.97235553,13
A,9.475492124999999,-3.6508263049999994,-4.539170285,13
A,7.91794393,-3.5014906700000004,-5.681303590000001,13
A,17.6879967,-3.87946729,-2.19006787,13
A,14.3205056,10.304740670000001,0.13215398999999994,13
A,17.816078700000002,12.10324538,4.0187488027,13
A,16.19030665,10.813479300000001,1.3225318000000001,13
A,10.652647640000001,11.20063315,-4.56851448,13
A,11.554368222,7.5363573,-1.7607438499999997,13
A,9.170430169999998,12.60588142,-0.4025948400000003,13
A,5.96618903,13.090091300000001,-2.086404290000001,13
A,10.15447006,7.272201884,-3.4211569560000004,13
A,6.661905302999999,5.3456396999999996,-3.6609795299999996,13
A,6.5704034600000005,7.2053560999999995,-3.7545913399999997,13
A,10.807496780000001,1.6783879400000004,-0.4084879640000001,13
A,11.6657,6.77459065,-1.5473534200000003,13
A,14.68739728,10.196423999999999,-3.79518605,13
A,5.3976713,11.762728800000001,-5.3207483799999995,13
A,3.64742983,12.91010387,-2.39618785,13
A,7.5141818,9.684626630000002,-0.24831326,13
A,9.9830105,4.741652330000001,-2.098179935,13
A,9.86299803,-0.5148954669999997,-2.43884359,13
A,18.82505389,-2.6058350299999997,0.2596758899999999,13
A,12.85479458,1.49097108,2.3750051,13
A,16.3163781,16.157043251,3.1316836,13
A,16.5312661,15.118818730000001,-1.9860275000000003,13
A,14.59955087,10.7000918,1.7838414699999998,13
A,11.0430299,9.44507349,4.55401092,13
A,6.5864674999999995,10.600593800000002,1.113819313,13
A,4.55525538,9.750465383099998,-1.8135234430000002,13
A,7.0277492299999995,7.32382694,-2.3488495560000002,13
A,9.36877234,5.44364566,-2.85732049,13
A,9.857500980000001,8.695999050000001,-2.4584452,13
A,11.52621258,9.00179825,0.98956173,13
A,14.6308896,9.855617169999999,2.46203744,13
A,12.68509366,13.42972226,0.98288632,13
A,6.683423169999999,14.763036703,-4.79284214,13
A,0.026393380000000022,13.897440395,-4.45708138,13
A,6.6553270200000005,11.934654199999999,-1.75317811,13
A,12.20763751,8.40742281,-0.27181424,13
A,12.409198139999999,3.2477868500000002,-2.51583139,13
A,7.625646129999999,-1.9871640699999997,-2.60956043,13
A,11.607946665199998,1.8630200300000002,-0.6296004,13
A,16.1054884,6.57233554,5.55528102,13
A,13.040798859999999,10.307438280000001,0.49305699000000014,13
A,15.869777670000003,7.74511057,2.8290094100000003,13
A,10.486162479999999,14.30087918,2.47131237,13
A,9.6419825,7.0791095,0.23963296999999983,13
A,13.3632288,9.75763856,-1.8729319700000002,13
A,7.33052924,12.414395549999998,-2.48041845,13
A,9.928102959999999,8.02247777,-0.3791212800000001,13
A,12.096652429999999,4.8437803,-5.90380158,13
A,7.367107842999999,6.74344224,-4.5494069,13
A,9.96385993,8.269291899999999,-2.1960012200000003,13
A,7.5922022,7.079035400000001,4.72569066,13
A,13.99899759,9.936511679999999,3.51282264,13
A,8.9169986,13.022309274000001,-1.9350129615000002,13
A,0.3104963000000005,11.515869030000001,-7.3850323410000005,13
A,-5.1605942549999995,6.91852531,-6.592704406,13
A,7.745609630000001,5.887720700000001,-8.48178534,13
A,12.31624712,0.5916978899999998,-1.8078877899999997,13
A,14.663984849999999,-1.78497315,-3.00176332,13
A,12.708416600000001,-2.7248172399999993,1.0242359800000003,13
A,17.25611,4.419575280000001,4.2013589826,13
A,14.58370549,6.83796265,3.42600078,13
A,18.911278799999998,16.163407619999997,0.7234880700000001,13
A,19.40810923,12.081030430000002,-0.9415081499999998,13
A,11.539886359999999,16.36289536,4.82475882,13
A,9.2297585,9.387266760000001,0.85747817,13
A,10.381309393999999,6.53035626,-2.0845700000000003,13
A,7.945859135000001,11.4883238,-1.2619952700000001,13
A,11.041604539999998,5.79803195,0.1491686749999999,13
A,11.40416831,4.83688405,-0.08734145999999982,13
A,9.797811839999998,9.21990836,1.2466462699999998,13
A,5.3098728,10.61014636,1.6290940200000001,13
A,11.2601898,6.699457860000002,0.18687421999999998,13
A,12.45713357,9.4393776,2.4554007380000002,13
A,8.54505416,13.85206986,-5.380086546,13
A,3.2815018,13.024625099999998,-3.30893548,13
A,11.546421429999999,10.9501396,-1.3337128830000002,13
A,13.71040388,4.560086770000001,-0.6716366199999999,13
A,14.608627135999999,-0.8845613839999995,-1.606087654,13
A,11.2175162,-4.30848653,-0.10537573,13
A,15.754752640000001,1.474488130000001,1.474922405,13
A,12.15411577,7.219849539999999,1.8010761299999998,13
A,16.817983199999997,14.0685379,-0.57008596367,13
A,12.456771,12.984822730000001,-0.7731791000000001,13
A,14.6045537,10.5550584,2.7822487000000002,13
A,13.35296628,8.149409899999998,1.63064514,13
A,8.646554354000001,10.174385350000001,0.36945596999999997,13
A,5.950332471000001,11.67443923,-0.03813913599999996,13
A,9.51167433,6.94752603,1.33857115,13
A,13.842132450000001,3.56487682,-0.82256997,13
A,8.549337640000001,8.43543987,-3.2355864500000004,13
A,6.5038129399999995,10.7062095,-2.66772894,13
A,14.78410406,6.12766946,2.4581058000000002,13
A,14.87383109,9.6032627,1.56618067,13
A,9.030773739999999,14.08963776,-4.07727183,13
A,0.99657296,11.349556239999998,-6.9863342600000005,13
A,9.588742539999998,11.268814340000002,-2.01144506,13
A,10.723789790000001,7.716695500000001,-0.6315507800000001,13
A,12.689845,2.2126737,-0.12737657000000002,13
A,11.3218776,0.68675004,-1.23739993,13
A,11.06092986,1.4081830099999997,-0.99384425,13
A,14.29953384,4.728602049999999,2.5779660850000004,13
A,12.6190898,11.12429591,4.759247490000001,13
A,18.8522963,14.230028829999998,-1.5061516199999998,13
A,18.19115214,10.871023860000001,-1.1903278099999997,13
A,14.963541499999998,10.155790249999999,3.2360431299999997,13
A,11.40674124,8.083350066,0.38184615000000005,13
A,7.692635849999999,10.37230956,-0.89007257,13
A,7.37558965,8.950610906000001,-0.3024672599999999,13
A,10.327681258,6.585659348,-0.33413032200000004,13
A,7.493935259999999,6.029991439999999,-1.8088524499999998,13
A,6.461740499999999,7.427659030000001,-2.3683381800000003,13
A,9.467209955,8.1344493,-0.8589391500000003,13
A,14.525267580000001,12.29215963,0.04585223000000002,13
A,11.383601839999999,15.643607739999998,-4.933080520000001,13
A,3.882393989999999,14.878852849999998,-2.1648749,13
A,8.703349450000001,12.901595236,-0.88643986,13
A,11.970357100000001,6.61823591,-1.13718636,13
A,13.03152147,0.6327101659999999,-1.96984573,13
A,10.4001779,-2.48082815,0.09029802000000009,13
A,11.32664069,0.35088920000000057,4.6234172,13
A,16.78600926,3.6468441400000002,3.8658951800000008,13
A,12.6541967,15.25410349,-0.36047859000000004,13
A,14.134889999999999,12.4655077,-4.362187412,13
A,14.4157547,10.772588800000001,-1.0006907699999998,13
A,12.47103877,6.149575949999999,4.232182935999999,13
A,12.69114836,8.833321649999998,1.9783844349999997,13
A,8.427792147,11.070116129999999,-1.11083425,13
A,7.779702799999999,9.085895090000001,-0.5298065179999996,13
A,8.9140481,6.584291070000001,-3.08128244,13
A,7.23102895,6.829501969999999,-3.284267569999999,13
A,5.0911315,7.98733993,-3.30424729,13
A,5.486706925,7.28027154,-2.091402000000001,13
A,10.68824946,6.044977399999999,-2.5632972200000004,13
A,11.78836003,12.475972259999999,-11.24695952,13
A,7.97887852,8.87470605,-4.546027265999999,13
A,9.681014476,9.219239926,-3.870753474,13
A,9.243775,9.55073046,-3.5595422800000005,13
A,11.944414519999999,1.64985875,-1.70596023,13
A,8.763775099999998,-2.4397341999999993,-0.7292807299999999,13
A,9.835378899999998,-2.9051958300000003,0.5750416300000001,13
A,12.850600006,1.9588592340000002,0.8638243500000002,13
A,11.178737029999999,9.411321659999999,-3.2427050840000007,13
A,11.81035714,9.0481181,0.8554660399999996,13
A,22.50418746,16.1697496,-2.9998782800000003,13
A,18.0721276,5.685059799999999,-3.35786296,13
A,11.74664164,9.71871634,0.7965550000000001,13
A,6.7146460999999995,9.5644325,-0.29017231999999993,13
A,7.70021114,9.03410878,1.4789422000000003,13
A,12.80007156,7.726745790000001,-2.24515975,13
A,10.543492908000001,7.40350598,-3.1498014899999998,13
A,5.5723298,9.279171580999998,-4.93802018,13
A,5.027239399999999,10.03817088,-2.4881281299999998,13
A,17.86754435,5.94020462,0.3181695499999999,13
A,12.788279859999998,12.94215936,-3.042821063,13
A,4.215831520000002,14.97358346,-7.023788524,13
A,4.2462142400000005,9.73890742,-3.4796671000000003,13
A,10.3816989,6.4444393700000004,-1.9861794600000002,13
A,7.2680877299999995,3.06240507,-1.727588362,13
A,10.302879240000001,-1.1965301199999998,-2.440214956,13
A,12.74284115,0.059489030000000165,-3.04422257,13
A,13.15626614,3.79016631,3.21090122,13
A,12.1681405,8.34602896,5.127988536,13
A,9.5045389,13.73830513,3.5379897800000006,13
A,14.656290499999999,16.563549357,-4.72831442,13
A,6.585157264300001,10.1815729478,-1.5085769257000003,13
A,8.352169089999999,8.88114063,0.5145008500000001,13
A,8.812577260000001,4.32858057,1.3801825199999995,13
A,16.455753804,5.005956500000002,-2.313211965,13
A,19.52675833,8.280603393,-2.70497344,13
A,12.67072985,5.76176411,-0.6638500199999999,13
A,6.657552979999999,9.225203,-3.3425938560000006,13
A,3.6601213699999997,12.00890365,-3.49646532,13
A,6.658029839999999,9.304534270000001,0.18657827000000005,13
A,11.851273350000001,9.8871473,-2.7641718739999996,13
A,8.49246903,14.9090934,-9.07152391,13
A,2.5195628699999997,13.624440739999997,-7.075544444,13
A,6.946257899999999,10.2341584,-2.66275016,13
A,8.997972690000001,5.779134280000001,-0.17013999000000002,13
A,10.241876940000001,3.88891323,-0.9424372059999999,13
A,11.985372503699999,0.8728314999999998,-1.17444323,13
A,11.69001003,-0.4534365,0.5313771,13
A,13.191412940000001,3.7540591000000005,1.61952241,13
A,16.580442899999998,7.15966154,6.914559430000001,13
A,12.869487099999999,13.228850399999999,-2.0480842999999997,13
A,12.951934930000002,8.38418949,-2.3208443150000004,13
A,19.052378400000002,5.0980226,5.6573879,13
A,13.22069367,6.381628599999999,3.34346449,13
A,6.45978104,9.3610494,0.8901342999999997,13
A,7.382880700000001,8.255929877,0.15728701999999983,13
A,10.41801452,6.8073467050000005,-0.3374909999999998,13
A,9.3084472,6.47251652,-0.9489120000000004,13
A,2.7640057000000002,8.53218213,-2.2146434,13
A,5.8235142600000005,8.424290410000001,-2.66124332,13
A,9.228465860000002,6.9850619,-1.7235190099999997,13
A,10.590873006999999,11.544982367000001,-3.924282811,13
A,7.749439720000002,17.7708171,-0.3377492499999999,13
A,11.175840440000002,7.141655200000001,1.7762798599999998,13
A,8.79554299,2.866003639999999,0.533527608,13
A,4.5181306,-1.2674074299999996,0.4454916999999999,13
A,7.331296980000001,-5.09144703,1.10438262,13
A,9.324332073,-1.9593029000000008,4.1994685,13
A,17.80497817,4.859344049999999,2.21615833,13
A,11.197200457000001,10.866309745,8.762760497,13
A,14.908113900000002,13.553389949999998,-0.8875747,13
A,12.095759600000001,9.328611500000001,-2.2660870280000003,13
A,11.901353184,7.0616323340000005,2.3433313940000002,13
A,9.13690195,4.1521106,1.2575124199999999,13
A,5.20297318,8.7125133,1.8064565500000003,13
A,8.565719739999999,8.20490877,0.3522364200000001,13
A,11.699559760000001,6.970330176,-0.38146861600000004,13
A,9.58171904,6.509136293,-0.35998671000000004,13
A,4.144154229999999,10.161176061,0.30347824999999995,13
A,9.3702974,9.881592479999998,0.26957951999999974,13
A,11.45119095,10.2393198,1.4503098729999997,13
A,9.85148067,12.15874023,-5.4082848,13
A,4.201273980000002,14.49006779,-2.084015514,13
A,5.2035727000000005,12.61090361,-0.36257019999999995,13
A,7.193758459999999,6.9598470500000005,0.0884481800000001,13
A,11.66562549,3.9314217000000005,-1.0770397,13
A,9.687407199999999,-2.0992595,-0.16631379999999973,13
A,12.058696335,0.7737646000000007,7.329181155,13
A,18.48771967,8.27655494,6.3800216700000005,13
A,22.542968150000004,16.238618000000002,7.80115504,13
A,20.374477749999997,9.3644731,-3.419453,13
